Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-02-01,3196.878169,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-03-01,3394.472407,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-04-01,3380.78202,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-05-01,3431.171357,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-06-01,3367.211019,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-07-01,3466.885416,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-08-01,3506.68486,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-09-01,3417.461268,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-10-01,3532.314138,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-11-01,3481.114168,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2008-12-01,4095.822788,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-01-01,4061.598649,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-02-01,3962.02943,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-03-01,3971.211322,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-04-01,3925.94374,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-05-01,3878.999976,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-06-01,3853.604298,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-07-01,4150.162738,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-08-01,4260.285144,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-09-01,4542.862483,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-10-01,4043.446162,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-11-01,4375.75706,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2009-12-01,4565.335695,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-01-01,4802.746298,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-02-01,4557.48373,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-03-01,4472.794026,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-04-01,4349.787694,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-05-01,4479.147629,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-06-01,4362.2334,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-07-01,4055.39381,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-08-01,3735.202062,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-09-01,3732.429429,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-10-01,4117.410885,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-11-01,4045.474369,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2010-12-01,3934.717719,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-01-01,3986.780607,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-02-01,4106.22493,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-03-01,4626.705524,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-04-01,4491.186954,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-05-01,4664.432614,Bulanan,USD Juta
Utang Luar Negeri Berdasarkan Sektor,"Perdagangan, Hotel, dan Restoran",2011-06-01,4809.232889,Bulanan,USD Juta
