"news_influencer_id","news_id","influencer_name"
"970","597","taslim"
"971","598","lambas+pasaribu"
"972","599","febri+diansyah"
"973","600","atika+puteri"
"974","600","michael"
"975","601","muchlis"
"976","601","adnan+purichta+ichsan"
"977","602","nicolas+maduro"
"978","602","petro"
"979","603","muchlis"
"980","603","adnan+purichta+ichsan"
"981","604","andi+amran+sulaiman"
"982","604","soekarwo"
"983","604","hortikultura+kementan+suwandi"
"984","605","m+husein+sawit"
"985","605","tjahya+widayanti"
"986","605","achmad+dawami"
"987","605","bachtiar+utomo"
"988","606","pahrijani"
"989","606","erwan+suherman"
"990","606","rachmadi"
"991","606","racmadi"
"992","607","m+haritsuddin"
"993","607","zulhelfi+abidin"
"994","607","bob+apriawan"
"995","608","roby+hervindo"
"996","609","willy"
"997","610","airlangga+hartarto"
"998","611","rudiantara"
"999","611","adiatma+sardjito"
"1000","612","soekarwo"
"1001","612","andi+amran+sulaiman"
"1002","613","syamsul+huda"
"1003","614","kadarisman"
"1004","614","kadarisaman"
"1005","615","andi+amran+sulaiman"
"1006","615","de+karwo"
"1007","615","suwandi"
"1008","616","andi+amran+sulaiman"
"1009","618","andi+amran+sulaiman"
"1010","620","muchlis"
"1011","620","adnan+purichta+ichsan"
"1012","621","syamsul+huda"
"1013","622","madinatul+iman"
"1014","622","dyah"
"1015","622","muhammad+yusuf"
"1016","623","amjad+abdulla"
"1017","625","amran+sulaiman"
"1018","627","syamsul+huda"
"1019","628","megawati+soekarnoputri"
"1020","628","hasto+kristiyanto"
"1021","631","syamsul+huda"
"1022","632","longki+djanggola"
