"news_person_id","news_id","person_name"
"1022","346","fuad+amin"
"1023","346","heru+sulaksono"
"1026","347","irwan+satya+putra+pababari"
"1028","348","adi+bagus+haqqi"
"1029","348","h+zainal+abidin"
"1027","348","h+zulkarnaen"
"1030","350","roby+hervindo"
"1031","352","abraham+lebron"
"1038","352","al+kelly"
"1040","352","cash+is+resilient"
"1033","352","ewald+nowotny"
"1041","352","federica+ranghieri"
"1043","352","guillaume+lepecq"
"1037","352","kenneth+s+rogoff"
"1035","352","kevin+curran"
"1034","352","masaaki+shirakawa"
"1032","352","mikio+ishiwatari"
"1039","352","stefan+lofven"
"1042","352","sveriges+riskbank"
"1044","352","tom+pierce"
"1036","352","william+c+dudley"
"1048","353","dewi+sartika"
"1049","353","kartini"
"1047","353","ki+hajar"
"1045","353","roby+hervindo"
