PROVCODE_A,PROVNAME_A,KOTCODE_A,KOTNAME_A,KECCODE_A,KECNAME_A,KELCODE_A,KELNAME_A,PROVCODE_B,PROVNAME_B,KOTCODE_B,KOTNAME_B,KECCODE_B,KECNAME_B,KELCODE_B,KELNAME_B,ACTION
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,11,BANYU RESMI,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,11,BANYU RESMI,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,12,WARGAJAYA,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,12,WARGAJAYA,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,13,BUNAR,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,13,BUNAR,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,14,MEKARJAYA,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,14,MEKARJAYA,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,15,CINTAMANIK,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,15,CINTAMANIK,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,16,BANYU WANGI,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,16,BANYU WANGI,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,17,BANYU ASIH,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,17,BANYU ASIH,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,18,TEGALEGA,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,18,TEGALEGA,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,19,BATU JAJAR,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,19,BATU JAJAR,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,20,RENGASJAJAR,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,20,RENGASJAJAR,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,21,BANGUNJAYA,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,21,BANGUNJAYA,match
32,JAWA BARAT,1,BOGOR,270,CIGUDEG,22,ARGAPURA,32,JAWA BARAT,1,BOGOR,270,CIGUDEG,22,ARGAPURA,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,1,CISARUA,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,1,CISARUA,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,2,KIARASARI,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,2,KIARASARI,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,3,KIARAPANDAK,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,3,KIARAPANDAK,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,4,HARKATJAYA,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,4,HARKATJAYA,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,5,SUKAJAYA,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,5,SUKAJAYA,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,6,SIPAYUNG,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,6,SIPAYUNG,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,7,SUKAMULIH,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,7,SUKAMULIH,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,8,PASIR MADANG,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,8,PASIR MADANG,match
32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,9,CILEUKSA,32,JAWA BARAT,1,BOGOR,271,SUKAJAYA,9,CILEUKSA,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,3,PANGRADIN,32,JAWA BARAT,1,BOGOR,280,JASINGA,3,PANGRADIN,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,4,KALONGSAWAH,32,JAWA BARAT,1,BOGOR,280,JASINGA,4,KALONGSAWAH,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,5,SIPAK,32,JAWA BARAT,1,BOGOR,280,JASINGA,5,SIPAK,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,6,PAMAGERSARI,32,JAWA BARAT,1,BOGOR,280,JASINGA,6,PAMAGERSARI,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,7,JUGALA JAYA,32,JAWA BARAT,1,BOGOR,280,JASINGA,7,JUGALA JAYA,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,8,CURUG,32,JAWA BARAT,1,BOGOR,280,JASINGA,8,CURUG,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,9,TEGAL WANGI,32,JAWA BARAT,1,BOGOR,280,JASINGA,9,TEGAL WANGI,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,10,KOLEANG,32,JAWA BARAT,1,BOGOR,280,JASINGA,10,KOLEANG,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,11,JASINGA,32,JAWA BARAT,1,BOGOR,280,JASINGA,11,JASINGA,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,12,SETU,32,JAWA BARAT,1,BOGOR,280,JASINGA,12,SETU,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,13,CIKOPOMAYAK,32,JAWA BARAT,1,BOGOR,280,JASINGA,13,CIKOPOMAYAK,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,14,NEGLASARI,32,JAWA BARAT,1,BOGOR,280,JASINGA,14,NEGLASARI,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,15,BAGOANG,32,JAWA BARAT,1,BOGOR,280,JASINGA,15,BAGOANG,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,16,BARENGKOK,32,JAWA BARAT,1,BOGOR,280,JASINGA,16,BARENGKOK,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,17,PANGAUR,32,JAWA BARAT,1,BOGOR,280,JASINGA,17,PANGAUR,match
32,JAWA BARAT,1,BOGOR,280,JASINGA,18,WIRAJAYA,32,JAWA BARAT,1,BOGOR,280,JASINGA,18,WIRAJAYA,match
32,JAWA BARAT,1,BOGOR,290,TENJO,1,CIOMAS,32,JAWA BARAT,1,BOGOR,290,TENJO,1,CIOMAS,match
32,JAWA BARAT,1,BOGOR,290,TENJO,2,TAPOS,32,JAWA BARAT,1,BOGOR,290,TENJO,2,TAPOS,match
32,JAWA BARAT,1,BOGOR,290,TENJO,3,BATOK,32,JAWA BARAT,1,BOGOR,290,TENJO,3,BATOK,match
32,JAWA BARAT,1,BOGOR,290,TENJO,4,BABAKAN,32,JAWA BARAT,1,BOGOR,290,TENJO,4,BABAKAN,match
32,JAWA BARAT,1,BOGOR,290,TENJO,5,BOJONG,32,JAWA BARAT,1,BOGOR,290,TENJO,5,BOJONG,match
32,JAWA BARAT,1,BOGOR,290,TENJO,6,SINGABRAJA,32,JAWA BARAT,1,BOGOR,290,TENJO,6,SINGABRAJA,match
32,JAWA BARAT,1,BOGOR,290,TENJO,7,TENJO,32,JAWA BARAT,1,BOGOR,290,TENJO,7,TENJO,match
32,JAWA BARAT,1,BOGOR,290,TENJO,8,CILAKU,32,JAWA BARAT,1,BOGOR,290,TENJO,8,CILAKU,match
32,JAWA BARAT,1,BOGOR,290,TENJO,9,SINGABANGSA,32,JAWA BARAT,1,BOGOR,290,TENJO,9,SINGABANGSA,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,1,JAGABAYA,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,1,JAGABAYA,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,2,GOROWONG,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,2,GOROWONG,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,3,DAGO,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,3,DAGO,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,4,CIKUDA,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,4,CIKUDA,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,5,PINGKU,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,5,PINGKU,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,6,LUMPANG,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,6,LUMPANG,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,7,GINTUNG CILEJET,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,7,GINTUNG CILEJET,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,8,JAGABITA,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,8,JAGABITA,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,9,CIBUNAR,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,9,CIBUNAR,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,10,PARUNG PANJANG,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,10,PARUNG PANJANG,match
32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,11,KABASIRAN,32,JAWA BARAT,1,BOGOR,300,PARUNG PANJANG,11,KABASIRAN,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,1,MULYAHARJA,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,1,MULYAHARJA,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,2,PAMOYANAN,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,2,PAMOYANAN,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,3,RANGGAMEKAR,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,3,RANGGAMEKAR,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,4,GENTENG,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,4,GENTENG,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,5,KERTAMAYA,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,5,KERTAMAYA,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,6,RANCAMAYA,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,6,RANCAMAYA,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,7,BOJONGKERTA,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,7,BOJONGKERTA,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,8,HARJASARI,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,8,HARJASARI,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,9,MUARASARI,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,9,MUARASARI,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,10,PAKUAN,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,10,PAKUAN,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,11,CIPAKU,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,11,CIPAKU,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,12,LAWANGGINTUNG,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,12,LAWANGGINTUNG,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,13,BATUTULIS,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,13,BATUTULIS,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,14,BONDONGAN,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,14,BONDONGAN,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,15,EMPANG,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,15,EMPANG,match
32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,16,CIKARET,32,JAWA BARAT,71,BOGOR,10,BOGOR SELATAN,16,CIKARET,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,1,SINDANGSARI,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,1,SINDANGSARI,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,2,SINDANGRASA,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,2,SINDANGRASA,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,3,TAJUR,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,3,TAJUR,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,4,KATULAMPA,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,4,KATULAMPA,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,5,BARANANGSIANG,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,5,BARANANGSIANG,match
32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,6,SUKASARI,32,JAWA BARAT,71,BOGOR,20,BOGOR TIMUR,6,SUKASARI,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,1,BANTARJATI,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,1,BANTARJATI,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,2,TEGALGUNDIL,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,2,TEGALGUNDIL,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,3,TANAHBARU,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,3,TANAHBARU,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,4,CIMAHPAR,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,4,CIMAHPAR,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,5,CILUAR,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,5,CILUAR,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,6,CIBULUH,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,6,CIBULUH,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,7,KEDUNGHALANG,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,7,KEDUNGHALANG,match
32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,8,CIPARIGI,32,JAWA BARAT,71,BOGOR,30,BOGOR UTARA,8,CIPARIGI,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,1,PALEDANG,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,1,PALEDANG,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,2,GUDANG,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,2,GUDANG,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,3,BABAKANPASAR,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,3,BABAKANPASAR,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,4,TEGALLEGA,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,4,TEGALLEGA,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,5,BABAKAN,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,5,BABAKAN,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,6,SEMPUR,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,6,SEMPUR,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,7,PABATON,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,7,PABATON,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,8,CIBOGOR,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,8,CIBOGOR,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,9,PANARAGAN,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,9,PANARAGAN,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,10,KEBONKELAPA,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,10,KEBONKELAPA,match
32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,11,CIWARINGIN,32,JAWA BARAT,71,BOGOR,40,BOGOR TENGAH,11,CIWARINGIN,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,1,PASIRMULYA,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,1,PASIRMULYA,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,2,PASIRKUDA,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,2,PASIRKUDA,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,3,PASIRJAYA,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,3,PASIRJAYA,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,4,GUNUNGBATU,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,4,GUNUNGBATU,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,5,LOJI,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,5,LOJI,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,6,MENTENG,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,6,MENTENG,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,7,CILENDEK TIMUR,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,7,CILENDEK TIMUR,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,8,CILENDEK BARAT,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,8,CILENDEK BARAT,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,9,SINDANGBARANG,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,9,SINDANGBARANG,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,10,MARGAJAYA,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,10,MARGAJAYA,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,11,BALUNGBANGJAYA,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,11,BALUNGBANGJAYA,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,12,SITUGEDE,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,12,SITUGEDE,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,13,BUBULAK,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,13,BUBULAK,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,14,SEMPLAK,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,14,SEMPLAK,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,15,CURUGMEKAR,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,15,CURUGMEKAR,match
32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,16,CURUG,32,JAWA BARAT,71,BOGOR,50,BOGOR BARAT,16,CURUG,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,1,KEDUNGWARINGIN,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,1,KEDUNGWARINGIN,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,2,KEDUNGJAYA,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,2,KEDUNGJAYA,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,3,KEBONPEDES,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,3,KEBONPEDES,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,4,TANAHSAREAL,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,4,TANAHSAREAL,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,5,KEDUNGBADAK,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,5,KEDUNGBADAK,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,6,SUKARESMI,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,6,SUKARESMI,match
32,JAWA BARAT,71,BOGOR,88,TANAH SEREAL,7,BUKADAMAI 1,32,JAWA BARAT,71,BOGOR,88,TANAH SEREAL,7,BUKADAMAI,bergabung
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,9,KAYUMANIS,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,9,KAYUMANIS,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,10,MEKARWANGI,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,10,MEKARWANGI,match
32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,11,KENCANA,32,JAWA BARAT,71,BOGOR,60,TANAH SEREAL,11,KENCANA,match
32,JAWA BARAT,71,BOGOR,88,TANAH SEREAL,8,BUKADAMAI 2,32,JAWA BARAT,71,BOGOR,88,TANAH SEREAL,7,BUKADAMAI,bergabung
